ID_ALUNO;REGIAO;UF;SEXO;COR_RACA;IDADE;MORA_MAE;MORA_PAI;MERENDA;FOME;CIGARRO;ALCOOL;DROGAS
43792;2;25;1;5;15;1;1;-1;1;2;2;2
43793;2;25;1;3;14;1;1;-1;1;2;1;2
43794;2;25;2;4;14;1;1;-1;2;1;2;2
43795;2;25;1;2;13;1;1;-1;1;2;2;2
43796;2;25;2;4;14;1;1;-1;1;2;2;2
43797;2;25;1;1;14;1;2;-1;1;2;1;2
43798;2;25;1;1;14;1;1;1;1;2;2;2
43799;2;25;1;4;16;1;1;1;1;1;1;1
43800;2;25;2;3;13;1;1;-1;1;2;2;2
43801;2;25;1;1;14;1;1;5;2;2;1;2
43802;2;25;1;4;13;1;1;-1;1;2;2;2
43803;2;25;1;4;19;2;2;3;1;1;1;2
43804;2;25;1;3;14;2;2;4;2;2;1;2
43805;2;25;1;4;15;1;1;-1;1;2;1;2
43806;2;25;1;5;14;1;1;4;1;2;2;2
43807;2;25;2;4;17;1;1;4;1;2;2;2
43808;2;25;1;2;14;1;1;4;1;2;2;2
43809;2;25;2;1;13;1;1;1;1;2;2;2
43810;2;25;2;2;16;1;1;5;1;2;2;2
43811;2;25;2;4;16;1;1;5;2;1;1;2
43812;2;25;1;4;19;1;1;1;3;2;1;2
43813;2;25;1;4;16;1;1;4;2;2;2;2
43814;2;25;2;1;13;1;1;1;2;2;2;2
43815;2;25;2;3;14;1;1;-1;1;2;2;2
43816;2;25;2;4;19;1;1;1;1;2;2;2
43817;2;25;1;4;15;1;1;4;1;1;2;2
43818;2;25;1;1;15;1;1;-1;1;2;2;2
43819;2;25;1;4;13;1;1;-1;1;2;2;2
43820;2;25;2;4;15;1;1;5;1;2;2;2
43821;2;25;1;4;13;1;1;4;1;2;2;2
43822;2;25;1;4;16;2;2;-1;1;2;1;2
43823;2;25;1;2;16;1;2;5;1;2;2;2
43824;2;25;1;1;18;1;1;5;1;2;2;2
43825;2;25;2;2;15;1;1;5;3;2;1;2
43826;2;25;2;1;14;1;1;-1;1;2;2;2
43827;2;25;1;1;13;1;2;4;1;2;2;2
43828;2;25;2;4;14;1;1;4;3;1;1;2
43829;2;25;1;1;15;1;1;3;1;2;2;2
43830;2;25;2;1;14;1;2;-1;1;1;1;2
43831;2;25;2;1;13;2;1;-1;1;2;2;2
43832;2;25;2;4;14;1;1;4;1;2;2;2
43833;2;25;2;1;14;1;2;5;1;2;2;2
43834;2;25;1;1;18;1;1;5;1;2;1;2
43835;2;25;1;4;16;1;2;-1;3;1;2;1
43836;2;25;2;1;15;1;1;-1;1;2;2;2
43837;2;25;2;4;13;1;1;5;1;2;2;2
43838;2;25;2;4;14;1;1;-1;1;2;1;2
43839;2;25;2;5;17;1;1;5;3;1;1;2
43840;2;25;2;1;13;1;2;4;1;2;1;2
43841;2;25;2;4;13;1;1;5;1;2;1;2
43842;2;25;2;1;13;1;2;5;1;2;1;2
43843;2;25;1;4;16;1;2;1;1;1;1;2
43844;2;25;1;2;16;1;1;4;1;2;1;2
43845;2;25;2;1;14;1;2;1;3;2;1;2
43846;2;25;2;4;15;2;2;4;1;2;2;2
43847;2;25;2;1;14;1;1;5;1;2;2;2
43848;2;25;2;1;14;1;1;5;1;2;1;2
43849;2;25;1;1;15;1;1;4;1;2;1;2
43850;2;25;2;2;13;1;1;-1;1;2;2;2
43851;2;25;2;5;13;1;2;4;1;2;2;2
43852;2;25;2;4;14;1;1;5;1;2;2;2
43853;2;25;2;4;14;1;1;4;2;2;2;2
43854;2;25;2;4;14;1;2;5;1;2;2;2
43855;2;25;1;1;13;1;1;1;1;2;2;2
43856;2;25;2;4;15;1;2;4;3;2;2;2
43857;2;25;1;4;14;1;1;4;1;2;2;2
43858;2;25;2;2;15;1;1;-1;3;2;1;2
43859;2;25;2;4;15;1;2;-1;2;1;1;2
43860;2;25;2;2;13;1;2;4;1;2;2;2
43861;2;25;1;4;14;1;1;-1;3;2;2;2
43862;2;25;2;1;14;1;1;5;1;2;1;2
43863;2;25;2;1;14;1;1;1;1;2;2;2
43864;2;25;1;3;14;1;1;-1;1;2;1;2
43865;2;25;1;5;13;1;2;4;1;2;1;2
43866;2;25;2;1;14;1;1;5;1;2;1;2
43867;2;25;2;4;14;1;1;4;1;2;2;2
43868;2;25;1;5;14;1;2;5;1;2;1;2
43869;2;25;1;4;16;1;1;4;1;2;1;2
43870;2;25;1;1;14;1;1;4;1;2;1;2
43871;2;25;1;5;12;1;1;-1;1;1;1;2
43872;2;25;2;1;14;1;2;5;1;2;2;2
43873;2;25;1;4;13;1;1;5;1;2;2;2
43874;2;25;1;4;14;1;2;2;1;2;1;2
43875;2;25;2;4;14;1;1;5;2;2;1;2
43876;2;25;2;1;14;1;2;4;1;2;1;2
43877;2;25;2;4;14;1;2;3;1;2;1;2
43878;2;25;2;4;14;1;2;5;1;2;2;2
43879;2;25;1;4;14;1;2;5;1;2;2;2
43880;2;25;1;3;15;1;1;-1;2;1;1;1
43881;2;25;1;1;14;1;1;5;1;2;1;2
43882;2;25;2;4;13;1;2;5;1;2;2;2
43883;2;25;2;1;14;1;1;4;1;2;1;2
43884;2;25;2;4;14;1;2;5;1;2;1;2
43885;2;25;2;5;15;1;1;5;1;2;2;2
43886;2;25;1;1;14;1;2;5;2;2;1;2
43887;2;25;2;1;14;1;2;-1;99;2;99;99
43888;2;25;1;4;16;1;1;5;3;1;1;2
43889;2;25;1;4;14;1;1;4;1;2;1;2
43890;2;25;1;4;15;99;1;-1;1;2;1;2
43891;2;25;1;2;14;1;1;5;1;2;1;2
43892;2;25;1;5;16;1;1;1;1;2;1;2
43893;2;25;2;2;13;1;2;-1;1;2;1;2
43894;2;25;2;4;15;1;2;1;1;1;1;1
43895;2;25;2;1;15;1;1;5;1;2;2;2
43896;2;25;2;4;16;1;1;-1;1;2;1;2
43897;2;25;2;4;15;1;2;5;1;2;2;2
43898;2;25;1;1;14;1;2;-1;1;2;2;2
43899;2;25;2;2;15;1;1;1;1;2;2;2
43900;2;25;2;4;15;1;2;5;1;2;1;2
43901;2;25;1;4;15;1;1;5;1;1;1;1
43902;2;25;2;4;15;1;1;1;1;2;1;2
43903;2;25;2;1;14;2;2;5;1;2;1;2
43904;2;25;1;5;16;1;2;-1;1;2;2;2
43905;2;25;1;1;14;1;2;-1;1;2;2;2
43906;2;25;2;4;13;1;1;-1;1;2;1;2
43907;2;25;1;4;16;1;2;-1;1;1;1;1
43908;2;25;2;4;16;1;1;5;1;2;1;2
43909;2;25;1;1;16;1;1;4;1;2;2;2
43910;2;25;2;1;18;1;2;4;1;1;1;1
43911;2;25;1;4;16;2;1;-1;1;1;1;1
43912;2;25;2;1;13;1;2;5;1;2;2;2
43913;2;25;1;1;16;1;1;-1;1;2;2;2
43914;2;25;2;1;14;2;2;4;2;1;1;1
43915;2;25;1;1;16;1;2;4;2;2;1;2
43916;2;25;2;4;15;1;1;1;1;2;2;2
43917;2;25;1;4;15;1;2;5;1;2;1;2
43918;2;25;1;2;15;1;1;4;1;1;1;2
43919;2;25;1;1;16;1;1;4;1;2;1;2
43920;2;25;2;4;15;1;1;4;1;2;1;2
43921;2;25;2;1;15;1;2;4;3;1;1;1
43922;2;25;1;4;13;1;1;5;3;2;2;2
43923;2;25;2;4;14;1;1;5;1;2;2;2
43924;2;25;1;2;16;1;1;5;3;1;1;1
43925;2;25;1;5;14;1;2;4;1;2;1;2
43926;2;25;1;2;17;1;1;1;1;2;2;2
43927;2;25;1;4;15;1;1;4;1;1;1;1
43928;2;25;1;1;13;1;1;-1;1;2;2;2
43929;2;25;1;4;16;1;2;-1;1;1;1;1
43930;2;25;2;4;12;1;1;3;1;2;2;2
43931;2;25;2;5;13;1;1;5;1;2;2;2
43932;2;25;2;4;14;1;1;4;1;2;2;2
43933;2;25;2;4;16;1;1;4;1;2;1;2
43934;2;25;1;2;14;1;1;4;1;1;2;2
43935;2;25;1;5;16;1;2;4;1;2;1;2
43936;2;25;1;4;14;1;1;5;1;2;1;2
43937;2;25;1;2;13;1;2;4;1;2;1;2
43938;2;25;2;1;13;1;2;4;1;2;2;2
43939;2;25;1;4;15;1;2;4;1;2;2;2
43940;2;25;2;4;14;1;1;1;1;2;2;2
43941;2;25;2;5;15;1;2;5;1;2;1;2
43942;2;25;2;4;13;1;1;2;1;2;2;2
43943;2;25;1;1;14;1;1;1;1;2;2;2
43944;2;25;1;1;14;1;1;1;1;1;1;99
43945;2;25;2;4;14;1;1;1;1;2;2;2
43946;2;25;2;5;15;1;1;5;1;2;1;2
43947;2;25;2;1;14;1;1;5;1;2;2;2
43948;2;25;1;1;13;2;2;2;1;2;2;2
43949;2;25;2;1;16;1;1;5;1;1;1;1
43950;2;25;2;5;14;1;2;1;1;2;2;2
43951;2;25;1;4;15;1;1;-1;1;1;1;1
43952;2;25;2;4;14;1;1;4;1;2;1;2
43953;2;25;2;2;15;1;2;4;2;1;1;2
43954;2;25;2;3;13;1;2;-1;1;2;1;2
43955;2;25;2;4;15;1;2;4;1;2;2;2
43956;2;25;2;2;14;1;1;5;1;1;1;2
43957;2;25;2;1;14;1;2;5;1;1;1;1
43958;2;25;1;4;16;1;2;1;1;1;1;1
43959;2;25;2;1;15;1;1;5;1;2;1;2
43960;2;25;2;4;14;1;1;4;1;2;1;2
43961;2;25;2;2;14;1;2;5;1;2;2;2
43962;2;25;2;4;14;1;1;4;1;2;1;2
43963;2;25;2;4;15;1;1;2;1;2;2;2
43964;2;25;1;4;16;1;1;3;1;2;1;2
43965;2;25;1;2;17;1;1;4;2;1;1;1
43966;2;25;2;1;14;1;2;-1;1;2;2;2
43967;2;25;1;1;16;2;2;4;5;1;1;2
43968;2;25;1;2;14;1;2;4;1;2;1;2
43969;2;25;2;4;13;1;1;1;1;2;2;2
43970;2;25;2;4;14;1;1;4;3;1;1;2
43971;2;25;2;1;13;1;1;3;1;2;2;2
43972;2;25;1;2;14;1;2;2;1;1;1;1
43973;2;25;1;4;16;1;1;1;2;1;1;1
43974;2;25;2;1;16;1;1;5;1;1;1;1
43975;2;25;1;4;16;1;2;1;2;1;1;1
43976;2;25;1;4;15;1;2;2;2;2;2;2
43977;2;25;1;1;15;1;1;1;1;2;2;2
43978;2;25;2;3;16;2;2;5;1;1;1;2
43979;2;25;2;2;15;1;2;2;1;2;2;2
43980;2;25;1;1;17;1;1;5;1;1;1;1
43981;2;25;1;4;14;1;1;4;1;2;1;2
43982;2;25;2;5;17;1;1;4;2;1;1;1
43983;2;25;1;1;14;1;1;4;1;2;2;2
43984;2;25;1;4;15;1;2;3;1;2;2;2
43985;2;25;2;4;15;1;2;-1;3;2;2;2
43986;2;25;2;3;14;1;2;4;1;1;1;2
43987;2;25;2;4;16;1;2;4;2;1;1;2
43988;2;25;1;4;15;2;2;2;1;2;1;1
43989;2;25;1;4;16;1;1;1;1;2;1;2
43990;2;25;1;3;15;1;1;1;1;1;1;2
43991;2;25;1;5;15;1;2;1;1;1;1;1
43992;2;25;2;3;17;1;2;3;1;1;1;2
43993;2;25;2;1;15;1;1;4;1;1;1;2
43994;2;25;2;5;14;1;2;4;1;2;1;2
43995;2;25;2;4;14;1;2;1;2;2;2;2
43996;2;25;1;4;13;1;1;5;1;2;1;2
43997;2;25;2;1;13;1;2;-1;2;1;1;1
43998;2;25;2;4;13;1;1;5;1;2;1;2
43999;2;25;1;4;15;2;2;4;1;1;1;1
44000;2;25;2;4;14;1;2;5;1;1;1;1
44001;2;25;2;1;14;1;2;3;1;1;2;2
44002;2;25;2;4;14;1;1;1;2;2;1;2
44003;2;25;2;4;13;1;1;4;1;2;2;2
44004;2;25;2;4;14;1;2;4;1;2;1;2
44005;2;25;1;2;15;1;1;-1;1;1;1;2
44006;2;25;2;4;13;1;1;2;1;2;2;2
44007;2;25;1;2;13;1;2;4;1;2;1;2
44008;2;25;1;2;14;1;2;1;1;2;2;2
44009;2;25;2;4;14;2;2;1;1;1;1;2
44010;2;25;1;4;15;1;2;2;1;1;1;2
44011;2;25;1;2;13;1;1;-1;1;2;1;2
44012;2;25;1;1;15;1;2;5;1;2;2;2
44013;2;25;1;4;14;1;2;4;1;2;1;2
44014;2;25;1;1;15;1;1;5;1;1;1;2
44015;2;25;1;4;15;1;2;4;1;2;1;1
44016;2;25;2;1;14;1;1;4;1;2;1;2
44017;2;25;2;4;14;1;2;4;1;1;1;2
44018;2;25;2;4;13;1;1;3;1;2;2;2
44019;2;25;2;4;14;2;2;4;1;2;2;2
44020;2;25;1;3;14;1;1;-1;5;2;2;2
44021;2;25;1;2;14;1;2;4;1;2;2;2
44022;2;25;1;1;14;1;1;4;1;2;2;2
44023;2;25;1;1;14;2;1;5;1;2;2;2
44024;2;25;1;2;15;1;1;4;1;2;2;2
44025;2;25;1;3;15;1;2;4;1;1;1;2
44026;2;25;1;4;14;1;1;2;1;2;1;2
44027;2;25;2;4;13;1;1;4;3;2;1;2
44028;2;25;2;4;17;1;2;2;1;1;1;2
44029;2;25;1;1;14;1;1;4;1;2;1;2
44030;2;25;1;4;16;1;1;1;3;1;2;1
44031;2;25;1;1;14;1;1;1;1;2;2;2
44032;2;25;2;4;14;1;1;3;1;2;1;2
44033;2;25;2;4;14;2;2;1;1;2;1;2
44034;2;25;1;4;15;1;1;-1;1;1;1;1
44035;2;25;2;1;14;1;1;5;3;2;1;2
44036;2;25;2;4;13;1;1;3;1;2;2;2
44037;2;25;1;1;15;1;1;3;3;2;2;2
44038;2;25;1;1;14;1;1;5;1;2;2;2
44039;2;25;1;4;15;1;2;2;1;1;1;1
44040;2;25;2;1;14;1;2;5;1;2;1;1
44041;2;25;2;4;14;1;2;3;1;2;2;2
44042;2;25;2;1;15;1;1;5;1;2;2;2
44043;2;25;1;4;14;1;1;-1;1;2;2;2
44044;2;25;2;4;14;2;2;4;2;2;1;2
44045;2;25;1;4;13;2;2;5;2;2;2;2
44046;2;25;1;4;14;1;1;5;2;2;2;2
44047;2;25;1;1;13;1;1;4;1;2;2;2
44048;2;25;2;2;13;1;2;5;1;2;2;2
44049;2;25;1;1;15;1;1;-1;1;2;2;2
44050;2;25;2;1;15;1;2;5;1;1;1;2
44051;2;25;2;4;14;1;2;4;1;2;2;2
44052;2;25;2;4;13;1;1;-1;1;2;2;2
44053;2;25;1;5;15;1;1;4;1;2;2;2
44054;2;25;2;4;14;1;1;5;2;2;1;2
44055;2;25;2;1;14;1;2;5;1;2;2;2
44056;2;25;2;4;14;1;2;-1;1;2;1;2
44057;2;25;2;2;15;1;1;5;1;2;2;2
44058;2;25;2;4;14;1;1;-1;1;2;2;2
44059;2;25;2;4;14;2;2;1;1;2;2;2
44060;2;25;2;1;15;2;1;1;1;2;2;2
44061;2;25;2;2;14;1;1;5;1;2;2;2
44062;2;25;2;1;13;1;1;5;1;2;2;2
44063;2;25;2;4;16;1;2;5;1;2;1;2
44064;2;25;2;4;16;1;1;5;1;2;1;2
44065;2;25;2;2;13;1;1;5;1;2;2;2
44066;2;25;2;4;13;1;2;-1;1;2;1;2
44067;2;25;2;3;14;1;1;5;1;2;2;2
44068;2;25;2;4;14;1;1;5;3;1;1;2
44069;2;25;2;3;14;2;2;5;1;2;1;2
44070;2;25;1;4;14;1;1;4;1;1;2;1
44071;2;25;1;1;14;1;1;5;1;2;2;2
44072;2;25;1;4;14;1;1;4;1;2;2;2
44073;2;25;1;4;14;1;1;4;3;2;2;2
44074;2;25;2;4;15;1;1;4;1;1;2;2
44075;2;25;1;4;13;1;1;5;1;2;2;2
44076;2;25;1;4;14;1;2;-1;1;2;1;2
44077;2;25;2;1;16;1;1;4;1;2;2;2
44078;2;25;1;5;15;1;2;4;2;2;2;2
44079;2;25;2;1;17;1;2;5;1;2;1;2
44080;2;25;1;1;14;1;1;4;1;2;2;2
44081;2;25;2;2;14;1;2;-1;1;2;2;2
44082;2;25;2;4;14;1;2;5;1;2;1;2
44083;2;25;1;4;16;1;1;-1;1;1;1;1
44084;2;25;2;4;13;1;1;5;1;2;1;2
44085;2;25;2;4;13;1;2;5;1;2;1;2
44086;2;25;2;2;13;1;2;4;2;2;2;2
44087;2;25;2;4;17;1;1;-1;1;2;1;2
44088;2;25;1;1;15;2;2;4;3;2;2;2
44089;2;25;1;4;14;1;1;1;1;1;1;2
44090;2;25;2;1;13;1;2;4;1;2;2;2
44091;2;25;1;4;17;1;1;4;3;1;1;2
44092;2;25;1;4;15;1;1;5;1;2;2;2
44093;2;25;2;4;14;1;1;5;1;1;1;2
44094;2;25;2;2;19;1;1;1;5;2;1;2
44095;2;25;1;3;14;1;1;4;1;2;2;2
44096;2;25;2;4;18;2;2;5;1;1;1;1
44097;2;25;1;5;16;1;1;-1;1;2;1;2
44098;2;25;2;5;16;1;2;4;1;1;1;2
44099;2;25;2;4;18;2;2;5;1;2;1;2
44100;2;25;1;5;17;1;1;-1;1;2;2;2
44101;2;25;2;1;16;1;1;-1;1;1;1;2
44102;2;25;2;4;15;1;1;5;1;1;1;2
44103;2;25;2;4;15;1;2;5;1;2;1;2
44104;2;25;1;4;17;1;2;5;1;1;1;2
44105;2;25;1;1;16;1;1;-1;1;1;1;1
44106;2;25;2;4;17;1;2;-1;1;1;1;1
44107;2;25;1;5;15;1;1;5;1;2;2;2
44108;2;25;2;4;14;2;2;4;1;1;1;2
44109;2;25;1;4;16;1;2;5;1;2;2;2
44110;2;25;2;2;15;1;2;5;1;2;1;2
44111;2;25;1;4;15;1;2;5;1;2;2;2
44112;2;25;2;4;15;1;1;4;1;2;2;2
44113;2;25;1;1;17;1;2;4;1;1;1;2
44114;2;25;1;1;14;1;2;4;2;2;2;2
44115;2;25;2;4;14;1;1;-1;2;2;1;2
44116;2;25;2;4;13;1;1;-1;1;2;1;2
44117;2;25;1;4;13;1;1;-1;1;2;1;2
44118;2;25;1;4;17;1;1;-1;1;1;1;1
44119;2;25;2;1;14;2;2;-1;1;2;1;2
44120;2;25;1;4;13;1;2;-1;1;2;2;2
44121;2;25;2;4;14;1;2;-1;1;2;1;2
44122;2;25;2;4;14;1;2;-1;3;2;1;2
44123;2;25;2;1;13;2;2;-1;1;2;1;2
44124;2;25;2;2;13;1;1;-1;2;2;2;2
44125;2;25;2;2;14;1;2;-1;1;1;1;1
44126;2;25;2;4;13;1;1;-1;1;2;2;2
44127;2;25;1;5;13;1;1;-1;1;2;2;2
44128;2;25;1;4;14;1;1;-1;1;1;1;2
44129;2;25;1;4;15;1;1;-1;1;1;1;2
44130;2;25;1;4;13;1;1;-1;1;2;2;2
44131;2;25;1;4;13;1;1;-1;1;2;2;2
44132;2;25;1;1;15;1;1;4;1;2;1;2
44133;2;25;2;1;14;1;2;-1;1;2;2;2
44134;2;25;1;4;15;1;1;-1;1;2;2;2
44135;2;25;2;3;14;1;2;-1;1;2;1;2
44136;2;25;2;4;14;1;2;1;1;2;2;2
44137;2;25;2;1;14;1;2;-1;1;2;2;2
44138;2;25;2;4;18;1;1;-1;1;2;1;2
44139;2;25;2;4;15;1;1;1;1;2;1;2
44140;2;25;2;4;16;1;2;5;1;2;2;2
44141;2;25;2;1;15;1;2;-1;1;2;2;2
44142;2;25;1;4;14;2;1;-1;1;1;1;1
44143;2;25;1;3;17;2;2;4;1;2;1;2
44144;2;25;1;2;15;1;1;3;1;2;2;2
44145;2;25;1;1;14;1;1;3;1;2;1;2
44146;2;25;1;1;18;2;2;5;1;1;1;2
44147;2;25;2;4;15;1;2;1;1;2;1;2
44148;2;25;1;2;15;1;2;1;1;2;1;2
44149;2;25;2;5;16;1;2;4;1;1;1;1
44150;2;25;1;1;15;1;1;3;1;2;2;2
44151;2;25;1;4;13;1;1;4;1;2;2;2
44152;2;25;2;4;14;1;2;4;1;1;1;2
44153;2;25;1;2;16;1;2;-1;1;2;1;2
44154;2;25;1;2;16;1;1;-1;3;2;1;2
44155;2;25;2;1;14;2;2;-1;1;2;2;2
44156;2;25;2;4;13;1;1;-1;1;2;2;2
44157;2;25;2;1;14;1;2;-1;1;2;1;2
44158;2;25;2;4;14;1;1;-1;2;2;1;2
44159;2;25;1;4;14;1;1;-1;1;2;2;2
44160;2;25;1;4;13;1;1;-1;1;2;1;2
44161;2;25;2;1;13;1;1;-1;1;2;1;2
44162;2;25;1;1;13;1;1;-1;1;2;1;2
44163;2;25;2;4;13;1;2;-1;1;2;2;2
44164;2;25;2;1;14;1;1;-1;2;2;1;2
44165;2;25;2;4;15;1;1;-1;3;2;1;2
44166;2;25;2;4;13;1;1;-1;1;2;1;2
44167;2;25;1;1;14;1;2;-1;1;2;1;2
44168;2;25;1;2;14;1;2;-1;1;2;1;2
44169;2;25;1;1;14;1;1;5;1;2;2;2
44170;2;25;2;4;14;1;1;-1;1;2;1;2
44171;2;25;1;4;14;1;1;-1;1;2;1;2
44172;2;25;2;4;13;1;1;5;3;2;1;2
44173;2;25;1;1;13;1;1;-1;1;2;1;2
44174;2;25;1;1;14;2;2;-1;1;2;1;2
44175;2;25;2;4;14;1;1;-1;1;1;1;2
44176;2;25;2;1;13;1;1;-1;1;2;1;2
44177;2;25;2;4;14;1;1;-1;1;2;2;2
44178;2;25;2;4;13;1;1;-1;1;2;2;2
44179;2;25;1;2;15;1;1;-1;1;1;1;1
44180;2;25;1;1;14;1;2;-1;1;2;1;2
44181;2;25;2;1;14;1;1;-1;1;2;2;2
44182;2;25;1;4;13;1;1;-1;1;2;1;2
44183;2;25;1;1;14;1;2;-1;1;1;1;1
44184;2;25;2;3;13;1;1;-1;1;2;2;2
44185;2;25;2;1;13;1;1;-1;1;2;2;2
44186;2;25;2;1;13;2;2;-1;1;2;1;2
44187;2;25;2;1;14;1;1;-1;3;2;1;2
44188;2;25;1;4;14;2;2;5;1;2;1;2
44189;2;25;1;1;14;1;1;4;1;2;2;2
44190;2;25;2;1;13;1;1;-1;1;2;1;2
44191;2;25;1;4;13;1;1;-1;1;1;1;2
44192;2;25;1;4;14;1;1;5;2;1;1;1
44193;2;25;1;4;13;1;1;-1;1;2;2;2
44194;2;25;2;1;14;1;1;-1;1;2;2;2
44195;2;25;1;1;14;1;1;-1;1;2;2;2
44196;2;25;1;1;14;1;2;-1;2;2;2;2
44197;2;25;1;4;13;1;1;4;2;2;2;2
44198;2;25;2;4;14;1;1;-1;1;2;2;2
44199;2;25;1;1;13;1;1;-1;1;2;2;2
44200;2;25;2;4;13;1;1;-1;1;2;2;2
44201;2;25;2;3;14;1;1;-1;1;2;2;2
44202;2;25;1;1;13;1;1;-1;1;2;2;2
44203;2;25;1;1;13;1;1;-1;1;2;2;2
44204;2;25;1;1;13;1;1;-1;1;2;2;2
44205;2;25;2;1;13;1;2;-1;1;2;2;2
44206;2;25;1;1;14;1;1;-1;2;2;1;2
44207;2;25;2;1;13;1;1;-1;1;2;2;2
44208;2;25;1;1;13;1;2;-1;1;2;1;2
44209;2;25;2;4;14;1;1;-1;2;2;2;2
44210;2;25;2;1;13;1;1;-1;1;2;2;2
44211;2;25;1;4;12;1;1;-1;2;1;1;2
44212;2;25;2;4;13;1;1;-1;1;2;1;2
44213;2;25;1;1;13;1;1;-1;1;2;2;2
44214;2;25;2;1;13;1;1;-1;1;2;2;2
44215;2;25;2;4;14;2;2;-1;1;2;2;2
44216;2;25;1;4;13;1;1;-1;2;2;2;2
44217;2;25;1;4;15;1;1;-1;1;2;1;2
44218;2;25;2;4;13;1;1;-1;2;2;1;2
44219;2;25;2;1;14;1;1;-1;1;2;2;2
44220;2;25;2;4;13;1;2;-1;1;2;2;2
44221;2;25;1;4;15;1;2;-1;1;2;1;2
44222;2;25;2;4;13;1;2;-1;3;1;1;2
44223;2;25;2;4;15;1;2;-1;2;2;2;2
44224;2;25;1;1;13;1;1;-1;1;2;2;2
44225;2;25;2;4;13;1;1;-1;4;2;1;2
44226;2;25;2;1;14;2;2;-1;1;1;1;2
44227;2;25;2;4;13;1;2;-1;1;2;2;2
44228;2;25;2;4;14;1;2;4;1;2;1;2
44229;2;25;1;2;13;1;1;-1;2;2;2;2
44230;2;25;1;3;14;1;2;-1;1;2;2;2
44231;2;25;2;1;13;1;1;-1;1;2;1;2
44232;2;25;1;1;13;1;1;-1;1;2;1;2
44233;2;25;2;3;14;1;1;5;3;2;2;2
44234;2;25;2;4;13;1;2;-1;2;1;1;1
44235;2;25;2;4;13;1;2;-1;1;2;1;2
44236;2;25;1;4;13;1;1;-1;1;2;1;2
44237;2;25;1;1;15;1;1;-1;1;2;2;2
44238;2;25;2;1;12;1;1;-1;1;2;1;2
44239;2;25;2;2;15;1;2;-1;2;2;1;2
44240;2;25;2;1;13;1;1;-1;2;2;2;2
44241;2;25;1;4;16;1;1;-1;1;2;1;2
44242;2;25;1;4;13;1;1;1;1;2;2;2
44243;2;25;2;1;14;1;2;-1;1;2;2;2
44244;2;25;1;2;16;1;2;-1;1;1;2;2
44245;2;25;1;4;13;1;1;-1;1;2;2;2
44246;2;25;1;1;13;1;1;-1;1;2;2;2
44247;2;25;1;1;14;1;1;-1;3;2;1;2
44248;2;25;1;1;14;1;1;4;2;2;2;2
44249;2;25;1;2;14;1;1;-1;3;2;2;2
44250;2;25;2;1;14;1;1;-1;2;2;2;2
44251;2;25;2;4;14;1;1;-1;1;2;1;2
44252;2;25;1;1;14;1;1;-1;1;2;2;2
44253;2;25;2;1;13;1;2;-1;1;2;1;2
44254;2;25;1;1;14;1;1;-1;1;2;2;2
44255;2;25;1;5;13;1;1;-1;2;2;1;2
44256;2;25;1;1;14;1;1;-1;1;2;2;2
44257;2;25;1;5;14;1;1;-1;1;2;2;2
44258;2;25;1;5;16;1;2;-1;1;2;2;2
44259;2;25;1;5;14;1;1;-1;1;1;1;2
44260;2;25;2;4;14;1;1;-1;3;2;1;2
44261;2;25;1;1;13;1;1;-1;1;2;2;2
44262;2;25;1;1;14;1;2;-1;1;2;2;2
44263;2;25;1;1;13;1;1;-1;1;2;2;2
44264;2;25;2;1;13;1;2;-1;1;2;2;2
44265;2;25;1;1;14;1;1;-1;1;2;2;2
44266;2;25;2;1;14;1;1;-1;1;2;2;2
44267;2;25;1;1;14;1;1;-1;1;1;1;2
44268;2;25;2;4;13;1;1;-1;1;2;2;2
44269;2;25;2;4;14;1;1;-1;1;2;2;2
44270;2;25;2;3;14;2;1;-1;1;2;1;2
44271;2;25;1;1;13;1;2;-1;2;1;1;2
44272;2;25;1;2;13;1;1;-1;1;2;1;2
44273;2;25;2;2;13;1;2;-1;1;2;1;2
44274;2;25;1;1;13;1;1;-1;1;2;2;2
44275;2;25;1;4;14;1;2;-1;1;2;1;2
44276;2;25;2;1;14;1;1;-1;1;2;1;2
44277;2;25;1;1;14;1;1;5;1;2;1;2
44278;2;25;2;4;13;1;1;-1;1;2;2;2
44279;2;25;1;1;14;1;1;-1;1;2;2;2
44280;2;25;2;1;14;1;1;-1;1;2;2;2
44281;2;25;2;1;13;1;1;-1;1;2;2;2
44282;2;25;1;4;14;1;2;-1;1;2;1;2
44283;2;25;1;1;13;1;2;-1;1;2;1;2
44284;2;25;1;1;14;1;1;-1;2;2;1;2
44285;2;25;2;1;13;1;2;-1;1;2;2;2
44286;2;25;2;5;13;1;1;-1;1;2;1;2
44287;2;25;1;2;13;1;1;-1;1;2;2;2
44288;2;25;1;5;15;2;1;-1;1;1;1;2
44289;2;25;2;1;14;1;1;-1;1;2;2;2
44290;2;25;1;1;13;1;1;-1;3;2;2;2
44291;2;25;1;1;14;1;1;-1;2;2;2;2
44292;2;25;1;3;13;1;2;-1;1;2;1;2
44293;2;25;2;1;13;1;1;-1;1;2;2;2
44294;2;25;1;1;13;1;1;-1;1;2;2;2
44295;2;25;1;4;14;1;1;-1;2;2;1;2
44296;2;25;2;4;13;1;2;5;4;2;2;2
44297;2;25;1;4;14;1;1;-1;1;2;1;2
44298;2;25;1;1;14;2;2;-1;1;2;2;2
